fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.36,0,124.53318384399972,0,1,
,0,,,,124.7510485519997
0.395,1,151.36830279399874,1,1,
,1,,,,151.5787511689996
0.39,2,164.13127294399965,2,1,
,2,,,,164.34410467199996
0.18,3,137.59290848599994,3,1,
0.335,4,140.61765451500105,3,2,
,4,,,,278.4370046190015
0.375,5,147.08997895599896,4,1,
,5,,,,147.29946621599993
