fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.31,0,8.482572855999933,0,1,
0.43,1,6.467457233000459,0,2,
0.45,2,6.551390604000517,0,3,
0.45,3,7.097524793000048,0,4,
0.46,4,7.047208700000738,0,5,
0.47,5,7.193961277999733,0,6,
0.49,6,7.583885052000369,0,7,
0.49,7,7.847250851999888,0,8,
0.51,8,7.895387407000271,0,9,
,8,,,,66.27720649500043
0.31,9,8.374845762000405,1,1,
0.41,10,6.684401731000435,1,2,
0.41,11,6.769284135999442,1,3,
0.44,12,6.958216189999803,1,4,
0.45,13,7.3625303549997625,1,5,
0.46,14,7.305774553999981,1,6,
0.46,15,7.351139925000098,1,7,
0.48,16,7.738115156000276,1,8,
0.47,17,7.956292083000335,1,9,
0.49,18,8.239239696999903,1,10,
0.49,19,8.369415377000223,1,11,
0.48,20,8.635671514000023,1,12,
0.5,21,8.123537464999572,1,13,
,21,,,,100.01159258499956
0.32,22,8.192199320999862,2,1,
0.4,23,6.629902165999738,2,2,
0.41,24,6.827275002000533,2,3,
0.42,25,7.275087807000091,2,4,
0.42,26,7.532961103999696,2,5,
0.44,27,7.82805298599942,2,6,
0.46,28,7.903639091000514,2,7,
0.48,29,8.069324645999586,2,8,
0.49,30,8.01978247399984,2,9,
0.48,31,8.26818934199946,2,10,
0.5,32,8.563497596999696,2,11,
,32,,,,85.23269125800016
0.32,33,8.303577581999889,3,1,
0.43,34,6.65035206399989,3,2,
0.42,35,6.679486285000166,3,3,
0.42,36,7.070977471000333,3,4,
0.45,37,7.016593813000327,3,5,
0.46,38,7.234334711999509,3,6,
0.47,39,7.397697006999806,3,7,
0.48,40,7.778209871999934,3,8,
0.52,41,7.908979462999923,3,9,
,41,,,,66.16176449699924
0.32,42,8.25590702900081,4,1,
0.41,43,6.737314948999483,4,2,
0.46,44,6.816117535000558,4,3,
0.45,45,6.790138935999494,4,4,
0.47,46,6.847208202000729,4,5,
0.48,47,7.1132263909994435,4,6,
0.48,48,6.994086302000142,4,7,
0.49,49,6.354996183999901,4,8,
0.49,50,7.447389354999359,4,9,
0.49,51,7.234930959999474,4,10,
0.51,52,6.593112649999966,4,11,
,52,,,,77.30145378700036
