fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.535,0,270.065374317,0,1,
,0,,,,270.12113136900007
0.68,1,262.15614709,1,1,
,1,,,,262.21083780799995
0.305,2,278.59447734899993,2,1,
,2,,,,278.6475656639999
0.48,3,318.74352103700016,3,1,
,3,,,,318.80644425100013
0.515,4,280.5500120649999,4,1,
,4,,,,280.6042041510002
