fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.045,0,52.308153656002105,0,1,
0.01,1,47.820678100000805,0,2,
0.255,2,48.40590983400034,0,3,
,2,,,,148.61626925299788
0.145,3,49.26299424900208,1,1,
0.075,4,38.40984494999793,1,2,
0.165,5,47.44812681499752,1,3,
0.225,6,56.86988622500212,1,4,
,6,,,,192.1034708549996
0.06,7,51.33600255800047,2,1,
0.47,8,40.56184854199819,2,2,
,8,,,,91.97484361399984
0.345,9,52.1682497490001,3,1,
,9,,,,52.24317021499883
0.12,10,40.04463724000016,4,1,
0.195,11,39.21935454100094,4,2,
0.27,12,31.164597139999387,4,3,
,12,,,,110.51158015799956
