fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.13,0,383.38729734699973,0,1,
0.23,1,307.1244885019996,0,2,
,1,,,,690.599627736
0.25,2,368.77205213400157,1,1,
,2,,,,368.8712998230003
0.135,3,395.3285812739996,2,1,
0.315,4,319.9137775929994,2,2,
,4,,,,715.3335796689989
0.2,5,386.11008528399907,3,1,
,5,,,,386.195029479999
0.05,6,392.1242307600005,4,1,
0.39,7,345.978286562,4,2,
,7,,,,738.1861565160016
