fooling_rate,step,time_elapsed,uap,uap_step
0.0,0,324.1083587510002,0,1
0.0,1,318.7289347269998,0,2
0.0,2,320.91056075400047,0,3
0.0,3,324.1442868539998,0,4
0.0,4,319.6225860960003,0,5
0.0,5,324.6157425250003,0,6
0.0,6,323.43557175099886,0,7
0.0,7,322.64449223700103,0,8
0.0,8,322.4187542089985,0,9
0.0,9,325.0959829910007,0,10
0.0,10,323.55361460600034,0,11
