fooling_rate,step,time_elapsed,uap,uap_step
0.0,0,330.60637732400005,0,1
0.0,1,332.9910231419999,0,2
0.0,2,332.53987697799994,0,3
0.0,3,336.75257002500007,0,4
0.0,4,333.6472799590001,0,5
0.0,5,333.1845740409999,0,6
0.0,6,333.549280965,0,7
0.0,7,335.96650862800016,0,8
0.0,8,334.30255435200024,0,9
0.0,9,324.2016692289999,0,10
0.0,10,335.9364877580001,0,11
0.0,11,334.6541546039998,0,12
0.0,12,333.6471520340001,0,13
0.0,13,335.46030834799967,0,14
0.0,14,334.29394979300014,0,15
