fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.09,0,59.0596010679983,0,1,
0.115,1,46.654864730000554,0,2,
0.195,2,60.658663506001176,0,3,
0.18,3,64.3338828240012,0,4,
0.07,4,43.8033390069977,0,5,
0.23,5,70.83936455900039,0,6,
,5,,,,345.4273383180007
0.105,6,65.2921644909984,1,1,
0.12,7,40.672787477000384,1,2,
0.075,8,49.22970521100069,1,3,
0.14,9,69.16510334899795,1,4,
0.12,10,43.961207493000984,1,5,
0.18,11,69.15732091099926,1,6,
0.215,12,77.35098250599913,1,7,
,12,,,,414.9511113389999
0.09,13,55.677008885999385,2,1,
0.14,14,49.519222913000704,2,2,
0.07,15,72.7414507909998,2,3,
0.165,16,54.42498118000003,2,4,
0.115,17,64.44329214800018,2,5,
0.195,18,57.73442456399789,2,6,
0.055,19,74.47857349199694,2,7,
0.045,20,83.21895754200159,2,8,
0.135,21,78.94374219199744,2,9,
0.16,22,76.05411583399837,2,10,
0.11,23,68.47252715300056,2,11,
0.135,24,67.19048996499987,2,12,
0.055,25,75.72832191999987,2,13,
0.015,26,119.1805204739976,2,14,
0.325,27,62.07736069400198,2,15,
,27,,,,1060.022256575001
0.075,28,64.298464427,3,1,
0.105,29,49.574801881000894,3,2,
0.05,30,63.55173605500022,3,3,
0.215,31,69.37681523900028,3,4,
,31,,,,246.90668173599988
0.17,32,69.17804878499737,4,1,
0.025,33,55.67193558099825,4,2,
0.02,34,52.3564481909998,4,3,
0.135,35,59.5574085929984,4,4,
0.175,36,49.36041094399843,4,5,
0.135,37,61.18507630900058,4,6,
0.08,38,90.5503909930012,4,7,
0.09,39,60.63691034799922,4,8,
0.145,40,75.45032847299808,4,9,
0.24,41,63.40097600899753,4,10,
,41,,,,637.4538348419992
