fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.385,0,102.54482031000003,0,1,
,0,,,,102.72898596900001
0.325,1,137.30264413999998,1,1,
,1,,,,137.465642946
0.215,2,124.26242861499998,2,1,
,2,,,,124.4429367460001
0.17,3,118.91038948300002,3,1,
0.28,4,125.93569124200008,3,2,
,4,,,,245.013350048
0.33,5,121.25700508800003,4,1,
,5,,,,121.41918148599996
