fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.01,0,12.178758278999794,0,1,
0.03,1,15.304249113999958,0,2,
0.015,2,17.543109348000144,0,3,
0.465,3,17.13219230499999,0,4,
,3,,,,62.34121329300024
0.11,4,17.237001257999964,1,1,
0.04,5,19.050392033999742,1,2,
0.075,6,22.148284074000003,1,3,
0.125,7,22.720064679999723,1,4,
0.045,8,25.924785212000188,1,5,
0.19,9,21.282117130000188,1,6,
0.02,10,32.54383306600039,1,7,
0.235,11,27.371826881999823,1,8,
,11,,,,188.5183312119998
0.005,12,13.675220075999732,2,1,
0.0,13,15.742853530000048,2,2,
0.47,14,19.760618935000366,2,3,
,14,,,,49.367014417000064
0.08,15,12.356219619000058,3,1,
0.01,16,18.617534065999735,3,2,
0.41,17,14.096907412999826,3,3,
,17,,,,45.27176124100015
0.17,18,14.98864662599999,4,1,
0.09,19,15.938124739999694,4,2,
0.04,20,17.49706435300004,4,3,
0.57,21,19.9561004709999,4,4,
,21,,,,68.57500041799995
