fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.395,0,111.75655079900025,0,1,
,0,,,,111.95530297199912
0.415,1,137.60844084399832,1,1,
,1,,,,137.8169962690008
0.36,2,150.69335335100004,2,1,
,2,,,,150.89784217300075
0.125,3,128.39742463999937,3,1,
0.365,4,138.74749135299862,3,2,
,4,,,,267.35809149000124
0.195,5,133.47797761999936,4,1,
0.035,6,135.37102171200058,4,2,
0.37,7,157.3686852640003,4,3,
,7,,,,426.4332518779993
