epoch,step,train_BinaryAUROC,train_BinaryAccuracy,train_BinaryF1Score,train_BinaryPrecision,train_BinaryRecall,train_BinarySpecificity,train_loss,val_BinaryAUROC,val_BinaryAccuracy,val_BinaryF1Score,val_BinaryPrecision,val_BinaryRecall,val_BinarySpecificity,val_loss
0,106,,,,,,,,0.9358037114143372,0.8617963194847107,0.8751732110977173,0.798638105392456,0.9679321050643921,0.7554348111152649,0.4259469211101532
0,106,0.9741989970207214,0.9581491351127625,0.9753643274307251,0.9633310437202454,0.9877020120620728,0.8043875694274902,0.12856455147266388,,,,,,,
1,213,,,,,,,,0.9328839778900146,0.8564853072166443,0.8711318373680115,0.7911453247070312,0.9691110849380493,0.7436200380325317,0.43673643469810486
1,213,0.9774705767631531,0.9587385654449463,0.9756775498390198,0.9649484753608704,0.98664790391922,0.8135283589363098,0.12490329891443253,,,,,,,
2,320,,,,,,,,0.9352939128875732,0.8615602254867554,0.8751729130744934,0.7975174784660339,0.9695826172828674,0.753308117389679,0.4212636947631836
2,320,0.9778739809989929,0.9546124339103699,0.9732267260551453,0.9631796479225159,0.9834855794906616,0.8043875694274902,0.1255314201116562,,,,,,,
3,427,,,,,,,,0.9357222318649292,0.8621503710746765,0.8752403259277344,0.8000390529632568,0.9660457372665405,0.7580340504646301,0.40887704491615295
3,427,0.9766711592674255,0.9619805216789246,0.9775769114494324,0.9673202633857727,0.9880533814430237,0.8263254165649414,0.12478633970022202,,,,,,,
4,534,,,,,,,,0.9343609809875488,0.842558741569519,0.8617330193519592,0.768818199634552,0.9801933765411377,0.7046313881874084,0.48593950271606445
4,534,0.9776061177253723,0.9534335136413574,0.9725789427757263,0.9609053730964661,0.9845396876335144,0.7915905117988586,0.12661123275756836,,,,,,,
5,641,,,,,,,,0.9238319993019104,0.8473976254463196,0.8626950979232788,0.7847759127616882,0.9577929973602295,0.7367674708366394,0.44123131036758423
5,641,0.9783897995948792,0.9581491351127625,0.9753814339637756,0.9626967906951904,0.9884047508239746,0.8007312417030334,0.12328152358531952,,,,,,,
6,748,,,,,,,,0.930841326713562,0.8593178391456604,0.8725406527519226,0.7982782125473022,0.9620372653007507,0.7563799619674683,0.42273983359336853
6,748,0.9777326583862305,0.9552018642425537,0.9735652208328247,0.9638429880142212,0.9834855794906616,0.808043897151947,0.1253960132598877,,,,,,,
7,855,,,,,,,,0.9343196749687195,0.8594358563423157,0.8733113408088684,0.7955426573753357,0.9679321050643921,0.7507088780403137,0.43209725618362427
7,855,0.9781495332717896,0.9563807845115662,0.9742787480354309,0.9638926982879639,0.9848910570144653,0.808043897151947,0.12316474318504333,,,,,,,
8,962,,,,,,,,0.9338685274124146,0.8396081924438477,0.859447717666626,0.765475332736969,0.9797217845916748,0.6991965770721436,0.5190978050231934
8,962,0.9773135185241699,0.9572649598121643,0.9748132824897766,0.9639298915863037,0.9859451651573181,0.808043897151947,0.12494675070047379,,,,,,,
9,1069,,,,,,,,0.9351133108139038,0.8639206886291504,0.8764863610267639,0.803101658821106,0.9646309614181519,0.7629961967468262,0.4143790602684021
9,1069,0.977481484413147,0.9587385654449463,0.9756860136985779,0.9646291136741638,0.9869992733001709,0.811700165271759,0.1248742938041687,,,,,,,
10,1176,,,,,,,,0.922995388507843,0.8544789552688599,0.8669185042381287,0.7993630766868591,0.9469465017318726,0.7618147730827332,0.4110938608646393
10,1176,0.9797400236129761,0.9593280553817749,0.9760416746139526,0.9646533727645874,0.9877020120620728,0.811700165271759,0.12112398445606232,,,,,,,
11,1283,,,,,,,,0.9357112646102905,0.8645107746124268,0.8769032955169678,0.8041297793388367,0.964159369468689,0.764650285243988,0.4025229811668396
11,1283,0.9796892404556274,0.9581491351127625,0.975330114364624,0.9646047949790955,0.986296534538269,0.811700165271759,0.12125837802886963,,,,,,,
12,1390,,,,,,,,0.9332393407821655,0.8643927574157715,0.8768620491027832,0.8037328124046326,0.9646309614181519,0.7639414072036743,0.41848018765449524
12,1390,0.97613924741745,0.9605069160461426,0.9767441749572754,0.9650205969810486,0.9887561202049255,0.8135283589363098,0.12571606040000916,,,,,,,
13,1497,,,,,,,,0.9337873458862305,0.8641567230224609,0.8761433362960815,0.8058194518089294,0.9599151015281677,0.7681947350502014,0.39992859959602356
13,1497,0.9789665937423706,0.961685836315155,0.9773991703987122,0.9673089981079102,0.9877020120620728,0.8263254165649414,0.12075711786746979,,,,,,,
14,1604,,,,,,,,0.9335702657699585,0.858609676361084,0.8727157115936279,0.7942370772361755,0.968403697013855,0.7485822439193726,0.4262494444847107
14,1604,0.9807780981063843,0.9605069160461426,0.9767441749572754,0.9650205969810486,0.9887561202049255,0.8135283589363098,0.11891856789588928,,,,,,,
15,1711,,,,,,,,0.9316282868385315,0.8530626893043518,0.8685738444328308,0.7863149642944336,0.9700542092323303,0.735822319984436,0.4275871813297272
15,1711,0.9836946725845337,0.9634541869163513,0.9784348011016846,0.9686639308929443,0.9884047508239746,0.8336380124092102,0.11231185495853424,,,,,,,
16,1818,,,,,,,,0.9352592825889587,0.8684055209159851,0.8788964748382568,0.8147402405738831,0.9540202617645264,0.782608687877655,0.37868019938468933
