fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.095,0,41.75470629699976,0,1,
0.24,1,40.77604123800029,0,2,
,1,,,,82.7169140370006
0.175,2,54.05537045100027,1,1,
0.245,3,42.509685368000646,1,2,
,3,,,,96.759263723
0.355,4,53.95903526599977,2,1,
,4,,,,54.1472989519998
0.065,5,55.51827037300063,3,1,
0.085,6,43.062020993999795,3,2,
0.15,7,44.218629352999415,3,3,
0.19,8,45.66023565999967,3,4,
0.135,9,45.66976763900038,3,5,
0.17,10,53.11527817999922,3,6,
0.215,11,57.70191969300049,3,7,
,11,,,,345.16351907699936
0.27,12,42.73533244800001,4,1,
,12,,,,42.92760562300009
