fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.62,0,262.9884829959992,0,1,
,0,,,,263.066927504
0.155,1,333.66802436099897,1,1,
0.47,2,192.13149004999832,1,2,
,2,,,,525.8845590750007
0.14,3,402.86290369000017,2,1,
0.42,4,220.16928915599965,2,2,
,4,,,,623.1054150870004
0.06,5,397.59065476899923,3,1,
0.255,6,343.462407387,3,2,
,6,,,,741.1386684559984
0.3,7,337.9092864909999,4,1,
,7,,,,337.9884810429994
