fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.475,0,304.01387331499996,0,1,
,0,,,,304.08910541800003
0.415,1,256.267814174,1,1,
,1,,,,256.323775027
0.38,2,351.67644247199996,2,1,
,2,,,,351.736463941
0.13,3,351.07075241600023,3,1,
0.325,4,365.46710866099966,3,2,
,4,,,,716.612733014
0.28,5,350.05259672700004,4,1,
,5,,,,350.1120576070002
