fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.105,0,366.55000729600033,0,1,
0.785,1,200.84075772800134,0,2,
,1,,,,567.4670970129991
0.52,2,334.80079903000114,1,1,
,2,,,,334.87095921699984
0.5,3,302.0574848000015,2,1,
,3,,,,302.125790651
0.505,4,319.64592664000156,3,1,
,4,,,,319.71623147699756
0.445,5,341.07491703100095,4,1,
,5,,,,341.1440613199993
