fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.135,0,68.97226878199945,0,1,
0.24,1,45.097253471998556,0,2,
,1,,,,114.15477218100204
0.155,2,71.93374875500012,1,1,
0.17,3,52.69227995399706,1,2,
0.12,4,45.797147676999884,1,3,
0.225,5,52.75641162999818,1,4,
,5,,,,223.2698794530006
0.375,6,60.41726989499875,2,1,
,6,,,,60.49755188800191
0.02,7,77.54449753599692,3,1,
0.055,8,45.322229032000905,3,2,
0.025,9,51.90414879799937,3,3,
0.25,10,49.49857458200131,3,4,
,10,,,,224.36522725300165
0.1,11,57.41778789000091,4,1,
0.13,12,52.18584507899868,4,2,
0.15,13,67.59877954799958,4,3,
0.11,14,45.48098070999913,4,4,
0.065,15,60.98376884199752,4,5,
0.14,16,79.20594280300065,4,6,
0.075,17,83.23312117299793,4,7,
0.31,18,76.80139739999868,4,8,
,18,,,,523.0207222550016
