fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.28,0,8.125790421999682,0,1,
0.41,1,5.9744788819998575,0,2,
0.47,2,5.62664033100009,0,3,
0.48,3,5.6352589359999,0,4,
0.46,4,5.708242034999785,0,5,
0.49,5,5.264491034999992,0,6,
0.5,6,6.361083232000055,0,7,
,6,,,,42.80080312600012
0.25,7,7.766224626000167,1,1,
0.41,8,5.8980005479998,1,2,
0.46,9,5.56071835900002,1,3,
0.47,10,5.68441261199996,1,4,
0.49,11,5.856500285000038,1,5,
0.45,12,6.188085190000038,1,6,
0.49,13,6.280842642000152,1,7,
0.47,14,6.44007402699981,1,8,
0.5,15,6.569741769999837,1,9,
,15,,,,56.352974997000274
0.26,16,8.01875066499997,2,1,
0.41,17,6.222732298999745,2,2,
0.46,18,5.766834523999933,2,3,
0.48,19,5.685144340000079,2,4,
0.48,20,5.784303746000205,2,5,
0.5,21,6.262998168000195,2,6,
,21,,,,37.838253197000085
0.27,22,7.901239495999562,3,1,
0.44,23,6.105802547000167,3,2,
0.47,24,5.529154719000417,3,3,
0.46,25,5.678744848999941,3,4,
0.48,26,5.877023861999987,3,5,
0.48,27,6.145800458999929,3,6,
0.49,28,6.217509372000222,3,7,
0.48,29,5.403409363999799,3,8,
0.47,30,6.961860756999613,3,9,
0.47,31,7.003445286999977,3,10,
0.48,32,7.171699995999916,3,11,
0.47,33,7.092356774000109,3,12,
0.47,34,7.816159871000309,3,13,
0.48,35,6.711736827000095,3,14,
0.48,36,6.89704681000012,3,15,
0.48,37,6.822442160999799,3,16,
0.48,38,6.621796678999999,3,17,
0.48,39,6.836955690000195,3,18,
0.48,40,7.064543081000011,3,19,
0.48,41,7.097303965999799,3,20,
0.47,42,7.478013981999993,3,21,
0.47,43,7.543437617000109,3,22,
0.47,44,7.502354421999826,3,23,
0.46,45,7.640456384000117,3,24,
0.46,46,7.765546894000181,3,25,
0.48,47,8.043482561000019,3,26,
0.46,48,8.572912372999781,3,27,
0.46,49,8.263833238000188,3,28,
0.46,50,8.458735244999843,3,29,
0.46,51,8.925127946999964,3,30,
0.47,52,8.684475246000147,3,31,
0.48,53,8.77636276300018,3,32,
0.48,54,9.03554955699974,3,33,
0.47,55,9.259691412999928,3,34,
0.48,56,9.762613096999758,3,35,
0.49,57,9.602559792000193,3,36,
0.46,58,9.917252096000084,3,37,
0.5,59,11.032651987000008,3,38,
,59,,,,289.4299426089997
0.26,60,7.780245618999743,4,1,
0.4,61,6.123845078999693,4,2,
0.47,62,5.615469739000218,4,3,
0.47,63,4.833257450000019,4,4,
0.5,64,4.871929319999708,4,5,
,64,,,,29.327608571999917
