epoch,step,train_BinaryAUROC,train_BinaryAccuracy,train_BinaryF1Score,train_BinaryPrecision,train_BinaryRecall,train_BinarySpecificity,train_loss,val_BinaryAUROC,val_BinaryAccuracy,val_BinaryF1Score,val_BinaryPrecision,val_BinaryRecall,val_BinarySpecificity,val_loss
0,88,,,,,,,,0.8705300092697144,0.7212321758270264,0.7744892239570618,0.6507300138473511,0.9563782215118408,0.485586017370224,0.5726370215415955
0,88,0.0,0.9578355550765991,0.9784637689590454,1.0,0.9578355550765991,0.0,0.18709209561347961,,,,,,,
1,177,,,,,,,,0.8718656897544861,0.7129706144332886,0.7708686590194702,0.6419268846511841,0.9646309614181519,0.4607750475406647,0.594730794429779
1,177,0.0,0.9606465101242065,0.9799283146858215,1.0,0.9606465101242065,0.0,0.18337272107601166,,,,,,,
2,266,,,,,,,,0.8646689653396606,0.7015224695205688,0.7649409770965576,0.6313286423683167,0.9702900052070618,0.4321833550930023,0.6263125538825989
2,266,0.0,0.9641602039337158,0.9817531108856201,1.0,0.9641602039337158,0.0,0.17591387033462524,,,,,,,
3,355,,,,,,,,0.8618605136871338,0.7078956961631775,0.7681499123573303,0.6372396349906921,0.9667531251907349,0.44848769903182983,0.6150286197662354
3,355,0.0,0.9676739573478699,0.9835714101791382,1.0,0.9676739573478699,0.0,0.17009428143501282,,,,,,,
4,444,,,,,,,,0.8680683374404907,0.704827070236206,0.7668934464454651,0.634093701839447,0.9700542092323303,0.43903592228889465,0.6141427159309387
4,444,0.0,0.9761068224906921,0.9879089593887329,1.0,0.9761068224906921,0.0,0.16196393966674805,,,,,,,
5,533,,,,,,,,0.858149528503418,0.6950312852859497,0.761447548866272,0.6257017254829407,0.9724121689796448,0.4170604944229126,0.6397039294242859
5,533,0.0,0.9757554531097412,0.9877289533615112,1.0,0.9757554531097412,0.0,0.15894852578639984,,,,,,,
6,622,,,,,,,,0.8631153702735901,0.6914905905723572,0.7598750591278076,0.6224228739738464,0.9752416610717773,0.40713611245155334,0.6435222625732422
6,622,0.0,0.9799718856811523,0.9898846745491028,1.0,0.9799718856811523,0.0,0.15184667706489563,,,,,,,
7,711,,,,,,,,0.8566867709159851,0.6824029088020325,0.7552078366279602,0.6147807836532593,0.978778600692749,0.3853969871997833,0.6709550023078918
7,711,0.0,0.9789177775382996,0.9893465638160706,1.0,0.9789177775382996,0.0,0.14847084879875183,,,,,,,
8,800,,,,,,,,0.8630527257919312,0.6862976551055908,0.7574817538261414,0.6178002953529358,0.978778600692749,0.39319470524787903,0.6562619805335999
8,800,0.0,0.9806746244430542,0.9902430176734924,1.0,0.9806746244430542,0.0,0.1413753479719162,,,,,,,
9,889,,,,,,,,0.8619228601455688,0.6825209259986877,0.755499005317688,0.6147019863128662,0.9799575805664062,0.38445180654525757,0.6677335500717163
9,889,0.0,0.9845396876335144,0.9922096133232117,1.0,0.9845396876335144,0.0,0.13704590499401093,,,,,,,
10,978,,,,,,,,0.8613708019256592,0.6768559217453003,0.7526201605796814,0.6100776195526123,0.9820796847343445,0.37098297476768494,0.6868472099304199
10,978,0.0,0.9855937957763672,0.9927446246147156,1.0,0.9855937957763672,0.0,0.12985551357269287,,,,,,,
11,1067,,,,,,,,0.8659610152244568,0.6625752449035645,0.7450735569000244,0.5990822911262512,0.9851450324058533,0.33931946754455566,0.7072407007217407
11,1067,0.0,0.9884047508239746,0.9941685795783997,1.0,0.9884047508239746,0.0,0.12520048022270203,,,,,,,
12,1156,,,,,,,,0.8532787561416626,0.6695385575294495,0.7490139603614807,0.6041938066482544,0.9851450324058533,0.35326087474823,0.7098135352134705
12,1156,0.0,0.9915671348571777,0.9957656860351562,1.0,0.9915671348571777,0.0,0.12103354930877686,,,,,,,
13,1245,,,,,,,,0.8576207160949707,0.661867082118988,0.7450841069221497,0.5983138084411621,0.9872671365737915,0.3357750475406647,0.7224133610725403
13,1245,0.0,0.9936753511428833,0.9968276619911194,1.0,0.9936753511428833,0.0,0.11454050242900848,,,,,,,
14,1334,,,,,,,,0.8551989197731018,0.6579723954200745,0.7429483532905579,0.5954784750938416,0.987502932548523,0.32774102687835693,0.7405019998550415
14,1334,0.0,0.9936753511428833,0.9968276619911194,1.0,0.9936753511428833,0.0,0.11102436482906342,,,,,,,
15,1423,,,,,,,,0.8552829623222351,0.647586464881897,0.7374252676963806,0.5879960656166077,0.9886819124221802,0.3057655990123749,0.7594725489616394
15,1423,0.0,0.9940267205238342,0.9970043897628784,1.0,0.9940267205238342,0.0,0.10595400631427765,,,,,,,
