fooling_rate,step,time_elapsed,uap,uap_step
0.0,0,55.61457007199988,0,1
0.0,1,53.68746783400002,0,2
0.0,2,55.71362502200009,0,3
0.0,3,55.77480718300012,0,4
0.0,4,55.979311410000264,0,5
