fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.0,0,54.19050353200055,0,1,
0.345,1,49.69474074600021,0,2,
,1,,,,103.95736213100008
0.04,2,7.126314524999543,1,1,
0.04,3,6.075981906999914,1,2,
0.24,4,8.076022011000532,1,3,
,4,,,,21.357857697000327
0.0,5,17.487183318999996,2,1,
0.23,6,7.874759719000394,2,2,
,6,,,,25.434219266000582
0.005,7,7.509418385000572,3,1,
0.07,8,6.098588672000005,3,2,
0.03,9,5.335790678999729,3,3,
0.0,10,9.533516411000164,3,4,
0.04,11,10.818032334000236,3,5,
0.105,12,8.181887372999881,3,6,
0.46,13,8.78788451300079,3,7,
,13,,,,56.3469182230001
0.0,14,9.694786712000678,4,1,
0.005,15,9.080807168999854,4,2,
0.025,16,9.357312457000262,4,3,
0.1,17,8.568931738000174,4,4,
0.0,18,15.269397891000153,4,5,
0.005,19,8.358608606999951,4,6,
0.035,20,9.543840276000083,4,7,
0.125,21,15.965999047999503,4,8,
0.02,22,11.453733090999776,4,9,
0.605,23,11.600903968000239,4,10,
,23,,,,108.99204131100032
