fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.15,0,61.094414752999,0,1,
0.165,1,57.763745127998845,0,2,
0.08,2,60.04644227400058,0,3,
0.115,3,56.433928163998644,0,4,
0.305,4,48.68382343999838,0,5,
,4,,,,284.1062929360014
0.095,5,59.04158067199751,1,1,
0.015,6,57.64622893200067,1,2,
0.155,7,41.61089957100194,1,3,
0.175,8,43.36117821999869,1,4,
0.13,9,57.19608479100134,1,5,
0.105,10,74.86425715099904,1,6,
0.085,11,80.12228861300173,1,7,
0.025,12,75.9945513149978,1,8,
0.26,13,90.62687258299775,1,9,
,13,,,,580.5744273409982
0.145,14,55.81649798299986,2,1,
0.16,15,51.21012725499895,2,2,
0.125,16,29.735994848997507,2,3,
0.175,17,53.65574055599791,2,4,
0.19,18,78.27131306700176,2,5,
0.12,19,71.48039562800113,2,6,
0.18,20,70.23980964499788,2,7,
0.0,21,86.56322284999987,2,8,
0.025,22,66.92272578799748,2,9,
0.165,23,78.28925550499844,2,10,
0.165,24,79.34610804100157,2,11,
0.17,25,62.03337562699744,2,12,
0.325,26,86.10190412299926,2,13,
,26,,,,869.7937184140028
0.09,27,63.372151553998265,3,1,
0.03,28,46.867824716999166,3,2,
0.27,29,64.2605802729995,3,3,
,29,,,,174.58920921699973
0.055,30,43.36866649300282,4,1,
0.19,31,36.477732512998045,4,2,
0.16,32,47.73900684999899,4,3,
0.09,33,62.16546128999835,4,4,
0.035,34,65.56117790200005,4,5,
0.105,35,77.58038751599815,4,6,
0.135,36,70.34845853100342,4,7,
0.165,37,77.29612597099913,4,8,
0.235,38,77.97448510800314,4,9,
,38,,,,558.6360899629981
