fooling_rate,step,time_elapsed,uap,uap_step
0.0,0,323.66301306900095,0,1
0.0,1,320.9641705069989,0,2
0.0,2,320.8025513020002,0,3
0.0,3,323.39319546299885,0,4
0.0,4,313.8849961119995,0,5
0.0,5,311.8199466299993,0,6
0.0,6,321.7880093019994,0,7
