fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.005,0,15.349136955000176,0,1,
0.0,1,17.79405318099998,0,2,
0.01,2,19.88114266399998,0,3,
0.105,3,24.571600979999857,0,4,
0.32,4,30.29784409800004,0,5,
,4,,,,108.07963743399978
0.22,5,17.728434232999916,1,1,
,5,,,,17.91479614400032
0.0,6,19.470959559999756,2,1,
0.09,7,19.981690209000135,2,2,
0.4,8,17.04919400300014,2,3,
,8,,,,56.68307931900017
0.005,9,16.500810697999896,3,1,
0.02,10,19.48315360999959,3,2,
0.035,11,24.504391123999994,3,3,
0.01,12,29.191441742999814,3,4,
0.005,13,32.43684414400013,3,5,
0.37,14,27.45584983300023,3,6,
,14,,,,149.76589241699958
0.0,15,14.58878922599979,4,1,
0.005,16,18.125354896999852,4,2,
0.415,17,16.078634787999817,4,3,
,17,,,,48.974784930999704
