fooling_rate,step,time_elapsed,uap,uap_step,uap_time_elapsed
0.075,0,14.518936374000077,0,1,
0.075,1,9.369539526000153,0,2,
0.0,2,6.118432884999493,0,3,
0.1,3,20.904873833000238,0,4,
0.0,4,10.06059808000009,0,5,
0.0,5,16.086131369999748,0,6,
0.0,6,14.461869254999328,0,7,
0.0,7,11.536428088999855,0,8,
0.095,8,10.09498075600004,0,9,
0.26,9,11.946126134000224,0,10,
,9,,,,125.1922549459996
0.24,10,30.913047103999816,1,1,
,10,,,,30.980539678999776
0.0,11,57.402557193000575,2,1,
0.005,12,16.532424816000457,2,2,
0.035,13,8.65885911300029,2,3,
0.025,14,11.26953377800055,2,4,
0.0,15,14.22102528600044,2,5,
0.015,16,14.840579145999982,2,6,
0.37,17,13.091337802999988,2,7,
,17,,,,136.11256464300004
0.0,18,56.86169049399996,3,1,
0.0,19,41.29078673799995,3,2,
0.08,20,7.151345880000008,3,3,
0.015,21,8.164735169999403,3,4,
0.005,22,9.165160859000025,3,5,
0.07,23,12.441377639000166,3,6,
0.155,24,12.195422451000013,3,7,
0.49,25,17.412822072999916,3,8,
,25,,,,164.76464021799984
0.0,26,53.722864630000004,4,1,
0.01,27,22.96219550600017,4,2,
0.18,28,7.319194694999169,4,3,
0.005,29,9.108724720000282,4,4,
0.0,30,10.735250285999427,4,5,
0.0,31,12.74394909700004,4,6,
0.0,32,22.875714038000297,4,7,
0.135,33,9.384740819999934,4,8,
0.005,34,12.360073580000062,4,9,
0.01,35,24.22063212499961,4,10,
0.23,36,16.197655547000068,4,11,
,36,,,,201.72347538600025
